,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50
2025-01-01 00:00:00,1.0050353559205656,0.928015054665168,1.233503835536163,0.8446936625214351,0.9524460777395184,1.1996078850418035,0.8587789324587447,1.0203205474793715,1.180846468102487,0.9215060978094968,1.061461319812984,1.0841884591091566,0.8972327323627611,0.8552935191459038,0.9169696290695178,0.9746183561665184,0.952003922561106,0.91556902500245,1.039236179773166,0.8900610785233326,0.9545192562441094,1.0988950353786997,1.040508113466844,0.8821391012997081,0.985667374643896,1.1161245181335977,1.095997083326361,1.1822982826888235,0.9958541038896832,1.0355628797458118,1.014376749236291,0.8117914424050363,0.988956696928236,1.036206584329745,1.2040342074014156,0.9751784959291926,1.0307774903997295,0.9832847060181192,1.123505362231949,1.1147090298268223,1.1058677900594591,1.0841216931771178,1.234156321199243,1.0608281239393016,0.8898682500050082,0.9921054050258256,1.1298970187565027,0.952182314827468,0.9803551358572454,0.9216108616358148
2025-01-01 00:15:00,1.005290686576915,1.028937463282762,1.0900751302010228,1.007092470845607,1.031648852420615,1.026160727147534,1.008849689017557,1.1012253218531909,0.865072324210566,1.0179032494246003,0.8871530031793585,0.8565265516402412,0.916385638402763,0.9923443154298646,0.905941915817102,1.1187712136648993,1.0970618094700129,1.0265788801902058,1.1167193833603573,1.0312030183565188,0.971649724727732,1.1299524615430356,1.0672379000555672,0.9855203688774016,1.0215987692966366,1.0863887008206496,1.3576397867172063,1.0083345689895995,1.0313233290962691,1.093960062982661,0.9427087170176977,0.9181710546687302,1.08579743212344,0.9097002723612168,1.0425530481722571,0.9576061426698752,1.2083992772505778,1.0108354998132765,1.0394191472566794,0.9797208174172506,0.9724144674418592,1.0341060863506757,0.9717596313317992,0.9733482740355416,0.9852882287618868,0.986472270486387,0.9344022870469538,1.1780787552210443,0.8025788204327204,1.0420843529391537
2025-01-01 00:30:00,0.8413486911160847,1.0738249647441664,0.9024261052462614,0.9610998186309948,0.9514447562205144,1.0850677855192443,1.0179287612089625,0.7974970534795646,0.9445477318795912,1.0745547562447777,0.9606530222384716,1.1608512974897915,1.0088002138525347,0.9002898075279393,0.8458475631119196,1.0296849079943946,0.9375354590841782,1.0920938142980223,0.9509265826324116,1.2079083108278343,0.9461518333562284,0.8513218012276427,1.0516516124892985,0.9462846317180448,1.0214423773970356,0.93797084038047,1.0064406432281918,1.0562836867935463,1.058082047375141,1.0395220022057725,1.1391869153318788,1.0000747418511828,1.0630958594715896,1.046043683146096,0.966185568074016,1.190318753774723,0.8405619062645806,0.836332794325205,1.0695664139977688,1.0868385132660456,0.980998713627218,0.9949969918521988,0.9908559234268876,0.8314586290446248,0.8775381923063352,0.9492386189946612,1.0717308796955607,0.9138104211369582,1.027762118580213,0.8681468475887947
2025-01-01 00:45:00,1.1173964870191797,1.1220444176645377,1.050351685727178,1.0350443038187864,0.8901380851638102,1.006369294129991,1.086074340988972,1.152618799034196,0.9189469453810004,0.9513766652430612,0.9312351598650118,0.9938060368422024,1.1658022526751086,1.025342742867905,0.8956062022139896,1.008338623040007,1.0031733676195924,0.958816506468561,0.9011011742002384,1.086408033146541,0.9199499270106406,0.983487408540152,1.0139649812335154,1.0608106781282591,1.0921555015432802,1.0408819693738351,1.042729297145581,1.0234580251172976,1.0619770992881177,0.9799455027206416,1.0772667492296568,0.9035486008920384,0.8690117737681065,0.9252258962020052,1.0678413902239603,0.9317560070485816,1.06568725612771,0.986154905647355,1.0887612759443537,1.0132141546783824,0.8866677573512665,0.8944188206443243,0.9703697417053364,0.9382484770569076,0.9129733970928872,1.1290661578992682,0.8605493046285999,0.9457314968036564,1.0357787671623573,0.894336543824413
2025-01-01 01:00:00,1.0072238255677637,1.1880398975688369,1.0337140808388097,0.9387268445795216,0.9535259671315468,1.0786667236804994,1.0025419962690016,0.9652101704512208,1.0792783050807624,1.0595820799001376,0.8789310291266669,1.02507575788765,1.0260273486591769,1.1207422759966548,0.9058697683269612,0.9691454395760528,0.9689304916339936,0.952426542591184,0.8469811976342411,1.037114170896726,1.0057979150290983,1.0119710365713572,0.8097862889940484,0.9776076214241513,1.0760888471025063,1.1285945647869564,1.0162702272394344,0.9235695312875712,1.0005478478029746,1.187986185192916,1.0295039390567295,1.2334939667938252,1.0503536275638743,0.8665153314329175,0.9214177435678566,0.916656458424883,1.1775319860699738,0.7988253086973345,0.9744507440628288,1.0652608179490106,1.0059154945336188,0.9988567495681864,1.0058253412943925,0.937259173079973,0.9756646207964136,0.9264615555322148,1.1135381656598329,1.1021329556337212,0.917203722517166,0.9841625306674036
2025-01-01 01:15:00,1.0613576955786324,1.0539609644791363,0.8826933264011289,0.9619645303276488,1.0501261097180443,0.9939343420582152,0.994666623632832,0.9087236322375116,1.072082804859011,0.9433842136697248,0.9546325321128796,0.9738938315666378,0.9025520972614776,1.1117800869157186,1.1664340077917086,1.0054242405017209,0.9887768111908484,1.040353226227429,0.882424249632757,1.096148295353122,1.050381208245095,0.9388447774107516,0.9825480733857134,0.9020807349266332,1.115630061721278,0.9467877826108811,0.8809535972312017,1.0762126866926571,0.9223340028943716,0.9823350619115446,1.009585985442221,0.9163387135867348,1.0329734277225462,1.0364505603810936,1.0196161562768786,1.0086521455667652,1.1765397338284862,1.0289750122974182,0.9744886329454948,1.0630340897330095,1.054831894284718,1.102386918134013,1.0686475449592356,0.9435068383862646,1.109478367283831,0.8708627570732639,0.8968314998710898,1.1322610937957625,1.0922297699191836,0.9927543049352092
2025-01-01 01:30:00,0.9076184138157154,0.9644834974736872,0.9368980555144396,0.9288499143031984,1.0663371582780614,1.0709921420030657,1.007219592065533,0.8738212794648555,1.2334158346194384,1.051672156730396,0.9830192383718086,0.9952416107695392,1.1617203912477163,1.114552234952506,0.9627303889595202,1.1259957821643534,1.230178222320592,0.8339292447280262,0.974402217327585,1.0911067500594165,1.1294790692118224,0.9503945074720112,0.9556748952047251,1.031780356540981,1.1834816379279447,0.9598038762985796,1.011038710397819,1.067824941003997,0.8341506441508846,1.11322638467643,0.9635976685485396,1.0261227084766131,1.123209545207576,1.1017486680547235,0.9761545447933644,0.980495128538852,1.0695284672253678,1.0987630907178705,0.9107668932034876,1.019419514225854,0.8288634137454829,0.9494333783372872,0.9900664387345806,1.0473056162838643,0.984324373006764,1.1436744221175248,0.9873020904005684,0.8169308886255198,0.930104378103599,0.9421323338537614
2025-01-01 01:45:00,0.9245486397048646,0.9684235227740292,1.141239378336094,0.8807714740143644,1.1833751483243915,0.9762464433108138,1.018267873385514,1.0244065336642754,0.8848412636530709,1.1560123384756205,1.2139655349362346,1.1293877332011868,1.1402530122072554,0.902079418662192,1.141810027174834,0.9712830693598444,0.8662209079018887,0.8992900068661815,0.930177497653988,0.9431618169266164,1.100177870411833,1.1633979883166243,0.980921650009825,0.9093750293792984,1.0765372385564187,1.092562025055256,1.0388823765906985,1.0094312463653885,0.9415390783911916,1.1284714151915136,0.9195029064725502,0.9829395312332848,0.959071501390238,0.996963993291939,1.1106575374275305,1.01923282798989,0.9455290434557244,1.138201678358206,1.0672075925039397,1.0087528147357674,0.9981260882129052,1.0199658925836357,0.9879943912291804,1.087907863658649,1.0985014960054182,1.0884103076511795,0.9173433370183196,1.141308369710792,0.9100223183687576,0.995494170598286
2025-01-01 02:00:00,0.9632831448718444,0.9405431294464692,1.1040061948982465,0.9007694779081772,0.952465133894708,1.104534236573626,1.045980461147836,1.0796023861533368,1.1665314025373843,1.099445063607388,1.1501945215526777,1.1378989054045734,0.8998610580619713,1.015191392845349,1.0839525181238905,1.109241428215434,0.8805997315521638,0.9155641361455078,0.9860448803573512,1.0567904765639715,1.04363545211268,0.9740953470566236,0.9343621827834224,1.0472520168854518,0.9845801979654084,1.039304459408841,1.1076105247235706,1.088816105391986,1.1371992981373271,1.0784153507057328,1.0568434646147595,1.114406010543729,0.8476777736973657,0.9568326395925728,1.1572317978858864,0.9572631209724204,0.9538881425194644,0.9258016862100356,0.9906875758350432,1.0024994387663528,1.020650310943266,1.0376195226232154,1.130688528710026,1.1300410349795624,1.035389201265121,1.010656372341974,1.0706828720724395,1.0750299405947925,0.9286037161496328,0.97054207855914
2025-01-01 02:15:00,0.8042078805312138,0.980581557280261,1.1527810254968796,1.0919297003973871,1.1497550690909102,0.882342280707919,1.087823153854851,1.0219479894533312,0.914632804443408,1.1943923294169014,1.2677395512371206,0.8216687939538404,0.9056244391299392,0.851128536202348,1.0155697472472378,0.8364185241197217,1.0991158567775523,1.029985656443877,0.980057043324228,0.9463125120527048,0.9549474053963936,1.0915773266569888,0.9068108087355264,1.0875537166732798,1.004393239564432,1.037473293417558,1.0514559941521726,0.8351633704286481,0.7282832870097906,1.1778440033339024,0.9585418402198884,0.8329094554287422,1.0681870452907494,1.0435159025167768,1.127916951022211,0.9569183316987748,0.9124753180634524,0.8890985093174069,1.1193194836458566,1.0135301216348716,0.8953348736149491,0.987772672729819,1.1318282027214996,1.060002488665353,1.0191867489874975,1.191828480569233,1.147106189553783,0.8332596188906005,1.0261535346860038,0.9484626020998284
